Month,Day,Year,ReleaseEvent,TagSite,Species,TL,RewardTag1,RewardTag2,Radio.Tag.Frequency,Code,Combined,Group,Notes,Lat,Long,MortalitySignal,GroupMovement,SignalStrength,Flight,TournamentRelease ,TJ,ReportedTourneyRelease,ReleaseRamp,ManuallyTracked
1,29,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.93437667,-86.03624167,A,A,102,,,,,,N
3,9,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.93291833,-86.03219167,A,A,108,,,,,,N
3,25,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,"3/25/23, SOUTHSIDE, REPORTED",33.943143,-86.022986,A,A,,,Y,,Y,SS,Y
4,13,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.99164,-85.99945167,A,A,,,Y,,Y,SS,Y
5,1,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.97166,-85.98093,A,A,,,Y,,Y,SS,Y
5,9,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.97255,-85.99104,A,A,,,Y,,Y,SS,Y
5,25,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96973,-85.98964,A,A,,,Y,,Y,SS,Y
6,6,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96959,-85.99,D,A,,,Y,,Y,SS,Y
7,7,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96963,-85.98989,A,D,,,Y,,Y,SS,Y
7,18,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96955,-85.9899,D,D,,,Y,,Y,SS,Y
8,3,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96961,-85.98989,D,D,,,Y,,Y,SS,Y
8,27,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96957,-85.98995,D,D,,,Y,,Y,SS,Y
9,11,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96959,-85.98994,D,D,,,Y,,Y,SS,Y
9,25,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96956,-85.98991,D,D,,,Y,,Y,SS,Y
10,9,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96957,-85.98986,D,D,,,Y,,Y,SS,Y
10,23,2023,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,"Tag on dry land on 11/3/2023, removed",33.96956,-85.98994,D,D,,,Y,,Y,SS,Y
3,7,2024,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.97334167,-85.99083833,D,D,120,Y,Y,,Y,SS,N
3,8,2024,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.97066667,-85.98804167,D,D,109,,Y,,Y,SS,N
4,20,2024,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.97062667,-85.98807833,D,D,108,,Y,,Y,SS,N
5,3,2024,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96971833,-85.98578833,D,D,103,,Y,,Y,SS,N
5,15,2024,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.97026667,-85.986905,D,D,110,,Y,,Y,SS,N
5,29,2024,2,57,LMB,525,117,NA,150.132,I-13,150.132I-13,U,,33.96942167,-85.98440333,D,D,99,,Y,,Y,SS,N
12,6,2022,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.9743654,-85.99532949,A,A,,,,,,,Y
1,28,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.98520333,-86.00107833,A,A,106,,,,,,N
2,23,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.98892167,-86.00231333,A,A,101,,,,,,N
3,11,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97679,-85.99755833,A,A,122,,,,,,N
4,13,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97714667,-85.99687667,A,A,94,,,,,,N
5,1,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97749167,-86.004595,A,A,124,,,,,,N
5,9,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97709,-86.00413167,A,A,131,,,,,,N
5,25,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97787167,-86.00152333,D,A,107,,,,,,N
6,6,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97743833,-86.00237,D,D,108,,,,,,N
6,21,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97709167,-86.00392833,D,D,114,,,,,,N
7,7,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97730333,-86.00227833,D,D,93,,,,,,N
7,18,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97719333,-86.00455167,A,D,116,,,,,,N
8,4,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97988833,-86.002385,D,D,98,,,,,,N
8,27,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97699333,-86.00496167,D,D,114,,,,,,N
9,11,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97919167,-85.99847,D,D,107,,,,,,N
9,25,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.977295,-86.002285,D,D,94,,,,,,N
10,9,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97737167,-86.00206667,D,D,110,,,,,,N
10,23,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97776833,-85.99984167,D,D,104,,,,,,N
11,3,2023,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97791,-85.9976,D,D,102,,,,,,N
3,8,2024,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97809167,-85.99739,D,D,97,,,,,,N
4,20,2024,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.976935,-85.99700833,D,D,95,,,,,,N
5,3,2024,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.977705,-86.001115,D,D,101,,,,,,N
5,15,2024,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.977365,-86.00447333,D,D,130,,,,,,N
5,29,2024,2,180,LMB,368,2443,NA,150.132,I-14,150.132I-14,,,33.97815333,-85.99791,D,D,94,,,,,,N
12,7,2022,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,33.99581705,-85.99383139,A,A,,,,,,,Y
1,28,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,33.995315,-86.00057,A,A,113,,,,,,N
2,23,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,33.99637833,-86.000635,A,A,106,,,,,,N
3,11,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,33.98911667,-85.99902667,A,A,130,,,,,,N
4,13,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,33.9951,-86,A,A,,,,,,,Y
5,1,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,33.98957,-85.99788,A,A,,,,,,,Y
5,9,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,33.98954,-85.9978,A,A,,,,,,,Y
5,25,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,33.98942,-85.99806,A,A,,,,,,,Y
6,6,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,"CAUGHT, 6/17/2023, CL, TJ",33.98935,-85.99836,A,A,,,,,,,Y
6,17,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,"CAUGHT, 6/17/2023, CL, TJ",34.010097,-85.997069,A,A,,,Y,Y,,CL,Y
6,21,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00753,-85.99888,A,A,,,Y,Y,,CL,Y
7,7,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00752,-85.99873,A,A,,,Y,Y,,CL,Y
7,18,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00747,-85.99885,A,A,,,Y,Y,,CL,Y
8,4,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00837,-85.99839,A,A,,,Y,Y,,CL,Y
8,27,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00831,-85.99839,A,A,,,Y,Y,,CL,Y
9,11,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00833,-85.99837,A,A,,,Y,Y,,CL,Y
9,25,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00836,-85.99834,A,A,,,Y,Y,,CL,Y
10,9,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00843,-85.99838,A,A,,,Y,Y,,CL,Y
10,23,2023,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,"Tag on dry land on 11/3/2023, removed",34.00831,-85.99836,D,A,,,Y,Y,,CL,Y
3,7,2024,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.01052,-85.99851333,A,D,130,Y,Y,Y,,CL,Y
3,8,2024,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00805167,-85.999165,A,D,128,,Y,Y,,CL,N
4,20,2024,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00784333,-85.998985,A,D,126,,Y,Y,,CL,N
5,3,2024,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.00614833,-85.99972667,A,D,103,,Y,Y,,CL,N
5,29,2024,2,33,LMB,411,1707,NA,150.132,I-15,150.132I-15,U,,34.007115,-85.99923833,A,D,118,,Y,Y,,CL,N
12,7,2022,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85866878,-86.10396585,A,A,,,,,,,Y
1,29,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85833167,-86.09563833,A,A,131,,,,,,N
2,23,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85831167,-86.09564167,A,A,135,,,,,,N
3,9,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85840167,-86.095465,A,A,135,,,,,,N
4,12,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85904167,-86.096175,A,A,,,,,,,Y
4,30,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85828,-86.09561,A,A,,,,,,,Y
5,8,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85452,-86.11058,A,A,,,,,,,Y
5,24,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85836,-86.09561,A,A,,,,,,,Y
6,5,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85831,-86.09541,A,A,,,,,,,Y
6,22,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.8585,-86.09544,A,A,,,,,,,Y
7,6,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85852,-86.09536,A,A,,,,,,,Y
7,17,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85808,-86.09601,A,A,,,,,,,Y
8,3,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85828,-86.0954,A,A,,,,,,,Y
8,26,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85847,-86.09581,A,A,,,,,,,Y
9,10,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85844,-86.096,A,A,,,,,,,Y
9,24,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.85827,-86.09537,A,A,,,,,,,Y
10,9,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,Caught? Big move to CL,34.00826,-85.99963,A,A,,,,,,,Y
10,23,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,34.00897,-85.99827,A,A,,,,,,,Y
11,3,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,34.00277,-85.9997,A,A,,,,,,,Y
11,16,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.97896,-86.00003,A,A,,,,,,,Y
12,19,2023,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.97894,-85.99912,D,A,,,,,,,Y
1,4,2024,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,Stopped Manual Tracking,33.979,-85.99901,D,D,,,,,,,Y
3,8,2024,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.97904833,-85.99790333,D,D,105,,,,,,N
4,20,2024,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.979225,-85.998455,D,D,108,,,,,,N
5,3,2024,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.97767333,-85.9987,D,D,100,,,,,,N
5,15,2024,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.9778,-85.99914,D,D,105,,,,,,N
5,29,2024,2,128,LMB,454,2397,2396,150.132,I-16,150.132I-16,L,,33.97873167,-85.99825,D,D,109,,,,,,N
12,7,2022,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.97663461,-86.02932492,A,A,,,,,,,Y
4,13,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,"CAUGHT, 4/19/2023 CL, REPORTED",33.97291833,-85.987875,A,A,,,,,,,Y
4,19,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,"4/19/2023 CL, REPORTED 19466",34.010097,-85.997069,A,A,,,Y,,Y,CL,Y
5,9,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.97827,-86.02751,A,A,,,Y,,Y,CL,Y
5,25,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.9815,-86.03078,A,A,,,Y,,Y,CL,Y
6,6,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.98204,-86.03145,A,A,,,Y,,Y,CL,Y
6,21,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.98174,-86.03105,A,A,,,Y,,Y,CL,Y
7,7,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.98199,-86.03147,A,A,,,Y,,Y,CL,Y
7,18,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.98218,-86.03141,A,A,,,Y,,Y,CL,Y
8,4,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.98269,-86.03196,A,A,,,Y,,Y,CL,Y
8,27,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.98041,-86.02893,A,A,,,Y,,Y,CL,Y
9,11,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.98787,-86.03806,A,A,,,Y,,Y,CL,Y
9,25,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.98177,-86.03098,A,A,,,Y,,Y,CL,Y
10,9,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.98096,-86.02992,A,A,,,Y,,Y,CL,Y
11,16,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.97631,-85.99759,A,A,,,Y,,Y,CL,Y
12,4,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.9775,-86.00075,D,A,,,Y,,Y,CL,Y
12,19,2023,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.97752,-86.00096,D,D,,,Y,,Y,CL,Y
1,4,2024,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,Stopped Manual Tracking,33.97752,-86.00082,D,D,,,Y,,Y,CL,Y
3,8,2024,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.97756667,-85.99696333,D,D,98,,Y,,Y,CL,N
4,20,2024,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.97797,-85.99813333,D,D,97,,Y,,Y,CL,N
5,3,2024,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.97786167,-86,A,D,121,,Y,,Y,CL,N
5,15,2024,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.97796333,-85.99999833,D,D,128,,Y,,Y,CL,N
5,29,2024,2,189,LMB,452,68,NA,150.132,I-17,150.132I-17,U,,33.97811833,-85.99787667,A,D,98,,Y,,Y,CL,N
12,15,2022,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.82597368,-86.04563492,A,A,,,,,,,Y
2,22,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81666667,-86.04662333,A,A,117,,,,,,N
4,30,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81666667,-86.047925,D,A,96,,,,,,N
5,8,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81613167,-86.04319667,D,D,91,,,,,,N
5,25,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81621333,-86.04580333,D,D,105,,,,,,N
6,5,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81538,-86.045615,D,D,92,,,,,,N
6,22,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81594167,-86.04653333,D,D,90,,,,,,N
7,6,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81620833,-86.046755,D,D,95,,,,,,N
7,17,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81649667,-86.04679167,D,D,101,,,,,,N
8,3,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81613667,-86.04687667,A,D,95,,,,,,N
8,26,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81514833,-86.044665,D,D,85,,,,,,N
9,10,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81607833,-86.046645,D,D,98,,,,,,N
9,24,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81595833,-86.04505833,D,D,96,,,,,,N
10,8,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.816345,-86.046645,D,D,101,,,,,,N
10,22,2023,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.816585,-86.04579833,D,D,112,,,,,,N
3,8,2024,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81666,-86.04728667,D,D,108,,,,,,N
3,29,2024,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81618167,-86.04664,D,D,110,,,,,,N
4,20,2024,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81666667,-86.04775167,D,D,96,,,,,,N
5,3,2024,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81609833,-86.04690833,D,D,98,,,,,,N
5,15,2024,2,80,ALB,354,4165,4161,150.132,I-18,150.132I-18,,,33.81601833,-86.04616667,D,D,96,,,,,,N
12,7,2022,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,"CAUGHT on 5/7/2023, CL, Reported",33.9918068,-86.01125551,A,A,,,,,,,Y
1,28,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,,33.99024333,-86.00591833,A,A,131,,,,,,N
3,11,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,,33.98601833,-86.00067,A,A,96,,,,,,N
5,7,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,"5/7/23, CL, Reported",34.010097,-85.997069,A,A,,,Y,,Y,CC,Y
5,9,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,,34.00887,-85.99808,A,A,,,Y,,Y,CC,Y
5,25,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,,33.99024,-86.00524,A,A,,,Y,,Y,CC,Y
6,6,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,,33.99032,-86.00289,A,A,,,Y,,Y,CC,Y
6,21,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,,33.99033,-86.00322,A,A,,,Y,,Y,CC,Y
7,7,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,,33.98807,-86.00067,A,A,,,Y,,Y,CC,Y
7,18,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,,33.9903,-86.00266,A,A,,,Y,,Y,CC,Y
9,10,2023,2,197,LMB,505,62,NA,150.132,I-19,150.132I-19,U,big move up black,34.007867,-86.029998,A,A,,,Y,,Y,CC,Y
12,12,2022,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01054997,-85.96464629,A,A,,,,,,,Y
1,28,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01930667,-85.9794,D,A,108,,,,,,N
2,23,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01908167,-85.97866833,D,D,117,,,,,,N
3,11,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01870667,-85.97863,D,D,119,,,,,,N
4,13,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.018915,-85.97919833,D,D,123,,,,,,N
5,1,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01930333,-85.98060833,D,D,107,,,,,,N
5,9,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01933333,-85.979445,D,D,110,,,,,,N
5,25,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01945167,-85.98012667,D,D,107,,,,,,N
6,6,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01938167,-85.97996833,D,D,102,,,,,,N
6,21,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01829833,-85.97790667,D,D,110,,,,,,N
7,7,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01969667,-85.97961833,D,D,99,,,,,,N
7,18,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01898333,-85.97911167,A,D,109,,,,,,N
8,4,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.018345,-85.97714833,D,D,103,,,,,,N
9,11,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01933,-85.97919667,D,D,99,,,,,,N
9,25,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01918833,-85.979105,D,D,103,,,,,,N
10,9,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.019305,-85.97943833,D,D,111,,,,,,N
10,23,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01941833,-85.98023333,D,D,102,,,,,,N
11,3,2023,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01967167,-85.98119167,D,D,100,,,,,,N
3,8,2024,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01950833,-85.97986667,D,D,106,,,,,,N
4,20,2024,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.0192,-85.97999667,D,D,109,,,,,,N
5,3,2024,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01888167,-85.979145,D,D,114,,,,,,N
5,29,2024,2,27,ALB,415,1533,NA,150.132,I-20,150.132I-20,,,34.01959833,-85.98077167,D,D,103,,,,,,N
1,6,2023,2,122,ALB,400,4287,,150.132,I-21,150.132I-21,L,Added May 9,33.86473746,-86.07221174,A,A,,,,,,,Y
1,29,2023,2,122,ALB,400,4287,,150.132,I-21,150.132I-21,L,,33.86327667,-86.07917833,A,A,122,,,,,,N
2,23,2023,2,122,ALB,400,4287,,150.132,I-21,150.132I-21,L,,33.86168167,-86.08141333,A,A,136,,,,,,Y
3,9,2023,2,122,ALB,400,4287,,150.132,I-21,150.132I-21,L,,33.86339,-86.080035,A,A,115,,,,,,N
4,12,2023,2,122,ALB,400,4287,,150.132,I-21,150.132I-21,L,,33.86313333,-86.08039167,A,A,123,,,,,,N
4,30,2023,2,122,ALB,400,4287,,150.132,I-21,150.132I-21,L,,33.86030833,-86.09266,A,A,113,,,,,,N
5,8,2023,2,122,ALB,400,4287,,150.132,I-21,150.132I-21,L,"CAUGHT on 5/20/23, RC, REPORTED",33.8584,-86.09467,A,A,,,,,,,Y
5,20,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,"5/20/23, RAINBOW, REPORTED",33.943167,-86.027908,A,A,,,Y,,Y,RL,Y
5,24,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93714,-86.03087,A,A,,,Y,,Y,RL,Y
6,5,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.94403,-86.02654,A,A,,,Y,,Y,RL,Y
6,22,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.94165,-86.03079,A,A,,,Y,,Y,RL,Y
7,7,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93904,-86.03416,D,A,,,Y,,Y,RL,Y
7,17,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93906,-86.03413,D,D,,,Y,,Y,RL,Y
8,4,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93898,-86.03422,D,D,,,Y,,Y,RL,Y
8,26,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93909,-86.03431,D,D,,,Y,,Y,RL,Y
9,10,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93903,-86.03426,D,D,,,Y,,Y,RL,Y
9,24,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93896,-86.03431,D,D,,,Y,,Y,RL,Y
10,8,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93908,-86.0343,D,D,,,Y,,Y,RL,Y
10,23,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93908,-86.03422,D,D,,,Y,,Y,RL,Y
11,3,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93898,-86.03437,D,D,,,Y,,Y,RL,Y
11,16,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93906,-86.03431,D,D,,,Y,,Y,RL,Y
12,3,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93904,-86.03433,D,D,,,Y,,Y,RL,Y
12,18,2023,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93904,-86.03429,D,D,,,Y,,Y,RL,Y
1,3,2024,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,Stopped Manual Tracking,33.93898,-86.03425,D,D,,,Y,,Y,RL,Y
3,8,2024,2,122,ALB,400,4287,NA,150.132,I-21,150.132I-21,L,,33.93875667,-86.034275,D,D,,,Y,,Y,RL,N
1,2,2023,2,88,LMB,378,2415,,150.132,I-22,150.132I-22,L,Added May 9,33.79843895,-86.05704445,A,A,,,,,,,Y
1,29,2023,2,88,LMB,378,2415,,150.132,I-22,150.132I-22,L,,33.79164,-86.05982667,A,A,99,,,,,,N
